"Domain Name","Domain Type",Agency,City,State,"Is Live",SPF,DKIM
CONSUMERBUREAU.GOV,"Federal Agency","Consumer Financial Protection Bureau",Washington,DC,true,true,true
CONSUMERFINANCE.GOV,"Federal Agency","Consumer Financial Protection Bureau",Washington,DC,true,true,true
CONSUMERFINANCIAL.GOV,"Federal Agency","Consumer Financial Protection Bureau",Washington,DC,true,true,true
CONSUMERFINANCIALBUREAU.GOV,"Federal Agency","Consumer Financial Protection Bureau",Washington,DC,true,true,true
CONSUMERFINANCIALPROTECTIONBUREAU.GOV,"Federal Agency","Consumer Financial Protection Bureau",Washington,DC,false,true,true
CONSUMERPROTECTION.GOV,"Federal Agency","Consumer Financial Protection Bureau",Washington,DC,true,true,true
CONSUMERPROTECTIONBUREAU.GOV,"Federal Agency","Consumer Financial Protection Bureau",Washington,DC,true,true,true
ANCHORIT.GOV,"Federal Agency","Consumer Product Safety Commission",Bethesda,MD,true,true,true
ATVSAFETY.GOV,"Federal Agency","Consumer Product Safety Commission",Bethesda,MD,true,true,true
CPSC.GOV,"Federal Agency","Consumer Product Safety Commission",Bethesda,MD,true,true,true
DRYWALLRESPONSE.GOV,"Federal Agency","Consumer Product Safety Commission",Bethesda,MD,true,true,true
POOLSAFELY.GOV,"Federal Agency","Consumer Product Safety Commission",Bethesda,MD,true,true,true
POOLSAFETY.GOV,"Federal Agency","Consumer Product Safety Commission",Bethesda,MD,true,true,true
RECALLS.GOV,"Federal Agency","Consumer Product Safety Commission",Bethesda,MD,true,true,true
SAFERPRODUCT.GOV,"Federal Agency","Consumer Product Safety Commission",Bethesda,MD,true,true,true
SAFERPRODUCTS.GOV,"Federal Agency","Consumer Product Safety Commission",Bethesda,MD,true,true,true
SEGURIDADCONSUMIDOR.GOV,"Federal Agency","Consumer Product Safety Commission",Bethesda,MD,true,true,true
AMERICORP.GOV,"Federal Agency","Corporation for National & Community Service",Washington,DC,true,true,true
AMERICORPS.GOV,"Federal Agency","Corporation for National & Community Service",Washington,DC,true,true,true
CNCS.GOV,"Federal Agency","Corporation for National & Community Service",Washington,DC,true,true,true
CNCSOIG.GOV,"Federal Agency","Corporation for National & Community Service",Washington,DC,true,true,false
CNS.GOV,"Federal Agency","Corporation for National & Community Service",Washington,DC,true,true,true
MENTOR.GOV,"Federal Agency","Corporation for National & Community Service",Washington,DC,true,true,true
MLKDAY.GOV,"Federal Agency","Corporation for National & Community Service",Washington,DC,true,true,true
NATIONALSERVICE.GOV,"Federal Agency","Corporation for National & Community Service",Washington,DC,true,true,false
NATIONALSERVICERESOURCES.GOV,"Federal Agency","Corporation for National & Community Service",Washington,DC,true,true,true
PRESIDENTIALSERVICEAWARDS.GOV,"Federal Agency","Corporation for National & Community Service",Washington,DC,true,true,true
SENIORCORPS.GOV,"Federal Agency","Corporation for National & Community Service",Washington,DC,true,true,true
SERVE.GOV,"Federal Agency","Corporation for National & Community Service",Washington,DC,true,true,true
SERVICE.GOV,"Federal Agency","Corporation for National & Community Service",Washington,DC,true,true,true
VISTACAMPUS.GOV,"Federal Agency","Corporation for National & Community Service",Washington,DC,true,true,true
VOLUNTEERINGINAMERICA.GOV,"Federal Agency","Corporation for National & Community Service",Washington,DC,true,true,true
CIGIE.GOV,"Federal Agency","Council of Inspector General on Integrity and Efficiency",WASHINGTON,DC,false,true,true
IGNET.GOV,"Federal Agency","Council of Inspector General on Integrity and Efficiency",Washington,DC,true,false,false
OVERSIGHT.GOV,"Federal Agency","Council of Inspector General on Integrity and Efficiency",Washington,DC,true,false,false
CSOSA.FED.US,"Federal Agency","Court Services and Offender Supervision",Washington,DC,false,false,false
CSOSA.GOV,"Federal Agency","Court Services and Offender Supervision",Washington,DC,false,true,false
PRETRIALSERVICES.GOV,"Federal Agency","Court Services and Offender Supervision",Washington,DC,false,true,false
PSA.GOV,"Federal Agency","Court Services and Offender Supervision",Washington,DC,false,true,false
DNFSB.GOV,"Federal Agency","Defense Nuclear Facilities Safety Board",Washington,DC,false,true,true
DRA.GOV,"Federal Agency","Delta Regional Authority",Clarksdale,MS,true,true,false
DENALI.GOV,"Federal Agency","Denali Commission",Anchorage,AK,true,true,false
FEA.GOV,"Federal Agency","Denali Commission",Anchorage,AK,true,false,false
AFF.GOV,"Federal Agency","Department of Agriculture",Boise,ID,false,false,false
AG.GOV,"Federal Agency","Department of Agriculture","Fort Collins",CO,false,false,false
ARS-GRIN.GOV,"Federal Agency","Department of Agriculture",Beltsville,MD,false,true,false
ARSUSDA.GOV,"Federal Agency","Department of Agriculture",Beltsville,MD,false,false,false
ASKKAREN.GOV,"Federal Agency","Department of Agriculture",Washington,DC,true,false,false
BEFOODSAFE.GOV,"Federal Agency","Department of Agriculture",Washington,DC,true,false,false
BIOPREFERRED.GOV,"Federal Agency","Department of Agriculture",Washington,DC,true,false,false
BOSQUE.GOV,"Federal Agency","Department of Agriculture",Albuquerque,NM,true,false,false
CHOOSEMYPLATE.GOV,"Federal Agency","Department of Agriculture",Alexandria,VA,true,false,false
COASTALAMERICA.GOV,"Federal Agency","Department of Agriculture",Washington,DC,false,false,false
DIETARYGUIDELINES.GOV,"Federal Agency","Department of Agriculture",Alexandria,VA,true,false,false
EMPOWHR.GOV,"Federal Agency","Department of Agriculture","New Orleans",LA,true,false,false
EXECSEC.GOV,"Federal Agency","Department of Agriculture",Washington,DC,true,false,false
FIREINSTITUTE.GOV,"Federal Agency","Department of Agriculture",Tucson,AZ,true,false,false
FOODSAFETYJOBS.GOV,"Federal Agency","Department of Agriculture",Washington,DC,true,false,false
FORESTSANDRANGELANDS.GOV,"Federal Agency","Department of Agriculture",Washington,DC,true,false,false
FS.FED.US,"Federal Agency","Department of Agriculture",Washington,DC,false,true,false
GREEN.GOV,"Federal Agency","Department of Agriculture",Washington,DC,true,true,false
ICBEMP.GOV,"Federal Agency","Department of Agriculture",Portland,OR,true,false,false
INVASIVESPECIESINFO.GOV,"Federal Agency","Department of Agriculture",Beltsville,MD,true,true,false
IPM.GOV,"Federal Agency","Department of Agriculture",Washington,DC,true,true,true
ISITDONEYET.GOV,"Federal Agency","Department of Agriculture",Washington,DC,true,false,false
ITAP.GOV,"Federal Agency","Department of Agriculture",Beltsville,MD,true,true,false
JUNIORFORESTRANGER.GOV,"Federal Agency","Department of Agriculture",Washington,DC,false,true,true
LCACOMMONS.GOV,"Federal Agency","Department of Agriculture",Beltsville,MD,true,true,false
MTBS.GOV,"Federal Agency","Department of Agriculture","Salt Lake City",UT,true,false,false
MYPLATE.GOV,"Federal Agency","Department of Agriculture",Alexandria,VA,true,false,false
NAFRI.GOV,"Federal Agency","Department of Agriculture",Tucson,AZ,true,false,false
NEL.GOV,"Federal Agency","Department of Agriculture",Alexandria,VA,true,false,false
NUTRITION.GOV,"Federal Agency","Department of Agriculture",Washington,DC,true,true,false
NUTRITIONEVIDENCELIBRARY.GOV,"Federal Agency","Department of Agriculture",Alexandria,VA,false,false,false
NWCG.GOV,"Federal Agency","Department of Agriculture",Boise,ID,false,true,false
PREGUNTELEAKAREN.GOV,"Federal Agency","Department of Agriculture",Washington,DC,true,false,false
RECREATION.GOV,"Federal Agency","Department of Agriculture",Ogden,UT,true,true,false
REO.GOV,"Federal Agency","Department of Agriculture",Portland,OR,false,false,false
SMOKEYBEAR.GOV,"Federal Agency","Department of Agriculture",Washington,DC,true,true,true
SYMBOLS.GOV,"Federal Agency","Department of Agriculture",Washington,DC,true,true,true
THEPEOPLESGARDEN.GOV,"Federal Agency","Department of Agriculture",Wahington,DC,false,false,false
USDA.GOV,"Federal Agency","Department of Agriculture","Ft. Collins",CO,true,true,false
USDAPII.GOV,"Federal Agency","Department of Agriculture",Washington,DC,false,false,false
WILDFIRE.GOV,"Federal Agency","Department of Agriculture",Boise,ID,false,false,false
WOODSY.GOV,"Federal Agency","Department of Agriculture",Washington,DC,false,true,true
WOODSYOWL.GOV,"Federal Agency","Department of Agriculture",Washington,DC,false,true,true
2020CENSUS.GOV,"Federal Agency","Department of Commerce",Suitland,MD,false,true,true
AP.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,false,false
AVIATIONWEATHER.GOV,"Federal Agency","Department of Commerce","Silver Spring",MD,true,false,false
BEA.GOV,"Federal Agency","Department of Commerce",Suitland,MD,true,true,false
BLDRDOC.GOV,"Federal Agency","Department of Commerce",Boulder,CO,false,false,false
BUYUSA.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,false,false
CENSUS.GOV,"Federal Agency","Department of Commerce",Suitland,MD,true,true,true
CEP.GOV,"Federal Agency","Department of Commerce",Suitland,MD,true,true,true
CIVILRIGHTSUSA.GOV,"Federal Agency","Department of Commerce",Washington,DC,false,false,false
CLIMATE.GOV,"Federal Agency","Department of Commerce","Silver Spring",MD,true,false,false
COMMERCE.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,true,false
DIGITALLITERACY.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,true,false
DNSOPS.GOV,"Federal Agency","Department of Commerce",Gaithersburg,MD,true,true,true
DOC.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,true,false
DROUGHT.GOV,"Federal Agency","Department of Commerce",Asheville,NC,true,false,false
EARTHSYSTEMPREDICTION.GOV,"Federal Agency","Department of Commerce","Silver Spring",MD,true,false,false
EDA.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,true,false
ESA.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,false,false
EXPORT.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,false,false
FIRSTNET.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,true,true
FISHWATCH.GOV,"Federal Agency","Department of Commerce","Silver Spring",MD,false,false,false
GOES-R.GOV,"Federal Agency","Department of Commerce",Greenbelt,MD,true,false,false
GPS.GOV,"Federal Agency","Department of Commerce",Washington,DC,false,false,false
HURRICANES.GOV,"Federal Agency","Department of Commerce",Miami,FL,true,false,false
MANUFACTURING.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,false,false
MARINECADASTRE.GOV,"Federal Agency","Department of Commerce",Charleston,SC,true,false,false
MBDA.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,true,false
MGI.GOV,"Federal Agency","Department of Commerce",Gaithersburg,MD,true,false,false
NEHRP.GOV,"Federal Agency","Department of Commerce",Gaithersburg,MD,true,false,false
NIST.GOV,"Federal Agency","Department of Commerce",Gaithersburg,MD,true,true,false
NOAA.GOV,"Federal Agency","Department of Commerce","Silver Spring",MD,true,true,false
NTIS.GOV,"Federal Agency","Department of Commerce",Alexandria,VA,true,true,true
NWIRP.GOV,"Federal Agency","Department of Commerce",Gaithersburg,MD,false,false,false
OFCM.GOV,"Federal Agency","Department of Commerce","Silver Spring",MD,false,false,false
PAPAHANAUMOKUAKEA.GOV,"Federal Agency","Department of Commerce","Silver Spring",MD,true,false,false
PRIVACYSHIELD.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,false,false
PSCR.GOV,"Federal Agency","Department of Commerce",Boulder,CO,true,false,false
SDR.GOV,"Federal Agency","Department of Commerce",Washington,DC,false,false,false
SELECTUSA.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,false,false
SPACEWEATHER.GOV,"Federal Agency","Department of Commerce",Boulder,CO,true,false,false
SPECTRUM.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,true,false
STANDARDS.GOV,"Federal Agency","Department of Commerce",Gaithersburg,MD,true,false,false
STOPFAKES.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,false,false
SWORM.GOV,"Federal Agency","Department of Commerce",Boulder,CO,true,false,false
TIME.GOV,"Federal Agency","Department of Commerce",Boulder,CO,true,false,false
TRADE.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,true,true
TSUNAMI.GOV,"Federal Agency","Department of Commerce",Palmer,AK,true,false,false
USPTO.GOV,"Federal Agency","Department of Commerce",Washington,DC,true,false,false
WDOL.GOV,"Federal Agency","Department of Commerce",Alexandria,VA,true,false,false
WEATHER.GOV,"Federal Agency","Department of Commerce","Silver Spring",MD,true,false,false
ADLNET.GOV,"Federal Agency","Department of Defense",Washington,DC,true,true,true
AFTAC.GOV,"Federal Agency","Department of Defense","Patrick AFB",FL,false,false,false
ALTUSANDC.GOV,"Federal Agency","Department of Defense","patrick, afb",FL,true,false,false
BRAC.GOV,"Federal Agency","Department of Defense",Alexandria,VA,true,false,false
BUSINESSDEFENSE.GOV,"Federal Agency","Department of Defense",Washington,DC,true,false,false
CMTS.GOV,"Federal Agency","Department of Defense",Mobile,AL,false,false,false
CNSS.GOV,"Federal Agency","Department of Defense","Ft George G. Meade",MD,false,false,false
CTOC.GOV,"Federal Agency","Department of Defense",Starke,FL,true,true,false
CTTSO.GOV,"Federal Agency","Department of Defense",Arlington,VA,true,false,false
DC3ON.GOV,"Federal Agency","Department of Defense",Linthicum,MD,false,true,false
DEFENSE.GOV,"Federal Agency","Department of Defense","Fort Meade",MD,true,true,false
DEFENSEBUSINESS.GOV,"Federal Agency","Department of Defense",Washington,DC,false,false,false
DEFENSEMANUFACTURING.GOV,"Federal Agency","Department of Defense",Washington,DC,false,false,false
DOD.GOV,"Federal Agency","Department of Defense","Fort Meade",MD,false,false,false
DODBUSINESS.GOV,"Federal Agency","Department of Defense",Washington,DC,false,false,false
EACLEARINGHOUSE.GOV,"Federal Agency","Department of Defense",Arlington,VA,false,false,false
ERDC.GOV,"Federal Agency","Department of Defense",Vicksburg,MS,false,false,false
FVAP.GOV,"Federal Agency","Department of Defense",Alexandria,VA,true,false,false
IAD.GOV,"Federal Agency","Department of Defense","Ft Meade",MD,false,false,false
IOSS.GOV,"Federal Agency","Department of Defense",Greenbelt,MD,false,false,false
ITC.GOV,"Federal Agency","Department of Defense","Ft. Washington",MD,false,false,false
JCCS.GOV,"Federal Agency","Department of Defense",Alexandria,VA,false,false,false
MIBP.GOV,"Federal Agency","Department of Defense",Washington,DC,false,false,false
MOJAVEDATA.GOV,"Federal Agency","Department of Defense",Barstow,CA,true,false,false
MTMC.GOV,"Federal Agency","Department of Defense",Alexandria,VA,false,false,false
MYPAY.GOV,"Federal Agency","Department of Defense",Pensacola,FL,false,false,false
NATIONALRESOURCEDIRECTORY.GOV,"Federal Agency","Department of Defense",ARLINGTON,VA,true,false,false
NCR.GOV,"Federal Agency","Department of Defense",Washington,DC,false,false,false
NRD.GOV,"Federal Agency","Department of Defense",ARLINGTON,VA,true,false,false
NRO.GOV,"Federal Agency","Department of Defense",Chantilly,VA,true,false,false
NROJR.GOV,"Federal Agency","Department of Defense",Chantilly,VA,true,false,false
NSA.GOV,"Federal Agency","Department of Defense","Ft. Meade",MD,true,true,false
NSEP.GOV,"Federal Agency","Department of Defense",Alexandria,VA,true,true,false
OEA.GOV,"Federal Agency","Department of Defense",Arlington,VA,true,false,false
PENTAGON.GOV,"Federal Agency","Department of Defense","Fort Meade",MD,false,false,false
SITEIDIQ.GOV,"Federal Agency","Department of Defense",Arlington,VA,false,false,false
TSWG.GOV,"Federal Agency","Department of Defense",Arlington,VA,false,false,false
USANDC.GOV,"Federal Agency","Department of Defense","Patrick AFB",FL,false,false,false
AAPI.GOV,"Federal Agency","Department of Education",Washington,DC,true,true,true
BUDGETLOB.GOV,"Federal Agency","Department of Education",Washington,DC,true,true,false
CHILDSTATS.GOV,"Federal Agency","Department of Education",Washington,DC,true,true,true
COLLEGENAVIGATOR.GOV,"Federal Agency","Department of Education",Washington,DC,true,true,true
ED.GOV,"Federal Agency","Department of Education",Washington,DC,true,true,true
EDPUBS.GOV,"Federal Agency","Department of Education","Washington ",DC,true,true,true
EDUCATION.GOV,"Federal Agency","Department of Education",Washington,DC,true,true,true
FAFSA.GOV,"Federal Agency","Department of Education",Washington,DC,true,true,true
FSAPUBS.GOV,"Federal Agency","Department of Education",Washington,DC,true,true,true
G5.GOV,"Federal Agency","Department of Education",Washington,DC,true,true,true
NAGB.GOV,"Federal Agency","Department of Education",Washington,DC,true,true,true
NATIONSREPORTCARD.GOV,"Federal Agency","Department of Education",Washington,DC,true,true,true
STUDENTAID.GOV,"Federal Agency","Department of Education",Washington,DC,true,true,true
STUDENTLOANS.GOV,"Federal Agency","Department of Education",Washington,DC,false,true,true
AMESLAB.GOV,"Federal Agency","Department of Energy",Ames,IA,false,true,false
ANL.GOV,"Federal Agency","Department of Energy",Argonne,IL,false,false,false
ARM.GOV,"Federal Agency","Department of Energy",Richland,WA,false,false,false
BIOMASSBOARD.GOV,"Federal Agency","Department of Energy",Washington,DC,true,true,false
BNL.GOV,"Federal Agency","Department of Energy",Upton,NY,true,true,false
BPA.GOV,"Federal Agency","Department of Energy",Portland,OR,true,true,false
BRC.GOV,"Federal Agency","Department of Energy",Washington,DC,false,true,false
BUILDINGAMERICA.GOV,"Federal Agency","Department of Energy",Golden,CO,true,true,false
CASL.GOV,"Federal Agency","Department of Energy","Oak Ridge",TN,false,false,false
CEBAF.GOV,"Federal Agency","Department of Energy","Newport News",VA,true,false,false
CENDI.GOV,"Federal Agency","Department of Energy","Oak Ridge",TN,true,false,false
CRT2014-2024REVIEW.GOV,"Federal Agency","Department of Energy",Portland,OR,true,true,false
DOE.GOV,"Federal Agency","Department of Energy",Washington,DC,false,true,true
DOEAL.GOV,"Federal Agency","Department of Energy",Albuquerque,NM,false,true,true
EIA.GOV,"Federal Agency","Department of Energy",Washington,DC,true,true,true
ENERGY.GOV,"Federal Agency","Department of Energy",Washington,DC,true,true,true
ENERGYCODES.GOV,"Federal Agency","Department of Energy",Richland,WA,true,false,false
ENERGYSAVER.GOV,"Federal Agency","Department of Energy",Washington,DC,true,false,false
ENERGYSAVERS.GOV,"Federal Agency","Department of Energy",Washington,DC,true,false,false
FNAL.GOV,"Federal Agency","Department of Energy",Batavia,IL,true,true,true
FUELECONOMY.GOV,"Federal Agency","Department of Energy","Oak Ridge",TN,true,false,false
HANFORD.GOV,"Federal Agency","Department of Energy",Richland,WA,false,false,false
HIGHPERFORMANCEBUILDINGS.GOV,"Federal Agency","Department of Energy",Golden,CO,true,true,false
HOMEENERGYSCORE.GOV,"Federal Agency","Department of Energy",Washington,DC,true,true,false
HYDROGEN.GOV,"Federal Agency","Department of Energy",Washington,DC,true,true,false
INEL.GOV,"Federal Agency","Department of Energy","Idaho Falls",ID,false,true,false
INL.GOV,"Federal Agency","Department of Energy","Idaho Falls",ID,true,true,true
ISOTOPE.GOV,"Federal Agency","Department of Energy","Oak Ridge",TN,true,false,false
ISOTOPES.GOV,"Federal Agency","Department of Energy","Oak Ridge",TN,true,false,false
KAPL.GOV,"Federal Agency","Department of Energy",Schenectady,NY,false,false,false
LANL.GOV,"Federal Agency","Department of Energy","Los Alamos",NM,true,true,true
LBL.GOV,"Federal Agency","Department of Energy",Berkeley,CA,true,true,false
LLNL.GOV,"Federal Agency","Department of Energy",Livermore,CA,true,true,true
NCCRC.GOV,"Federal Agency","Department of Energy","Oak Ridge",TN,false,false,false
NCCS.GOV,"Federal Agency","Department of Energy","Oak Ridge",TN,false,false,false
NCRC.GOV,"Federal Agency","Department of Energy","Oak Ridge",TN,false,false,false
NERSC.GOV,"Federal Agency","Department of Energy",Berkeley,CA,true,false,false
NEUP.GOV,"Federal Agency","Department of Energy",Washington,DC,true,true,false
NREL.GOV,"Federal Agency","Department of Energy",Golden,CO,true,true,true
NRELHUB.GOV,"Federal Agency","Department of Energy",Golden,CO,false,true,true
NTRC.GOV,"Federal Agency","Department of Energy",Knoxville,TN,false,false,false
NUCLEAR.GOV,"Federal Agency","Department of Energy",Washington,DC,false,true,false
NWTRB.GOV,"Federal Agency","Department of Energy",Arlington,VA,true,true,true
ORAU.GOV,"Federal Agency","Department of Energy","Oak Ridge",TN,true,true,true
ORNL.GOV,"Federal Agency","Department of Energy","Oak Ridge",TN,true,true,true
OSTI.GOV,"Federal Agency","Department of Energy","Oak Ridge",TN,true,true,true
PNL.GOV,"Federal Agency","Department of Energy",Richland,WA,true,true,false
PNNL.GOV,"Federal Agency","Department of Energy",Richland,WA,true,true,true
PPPL.GOV,"Federal Agency","Department of Energy",Princeton,NJ,false,true,true
PPPO.GOV,"Federal Agency","Department of Energy",Lexington,KY,false,true,true
RL.GOV,"Federal Agency","Department of Energy",Richland,WA,false,false,false
SALMONRECOVERY.GOV,"Federal Agency","Department of Energy",Portland,OR,true,true,false
SANDIA.GOV,"Federal Agency","Department of Energy",Albuquerque,NM,true,true,true
SCIDAC.GOV,"Federal Agency","Department of Energy","Oak Ridge",TN,true,false,false
SCIENCE.GOV,"Federal Agency","Department of Energy","Oak Ridge",TN,true,true,true
SMARTGRID.GOV,"Federal Agency","Department of Energy",Washington,DC,true,true,true
SNS.GOV,"Federal Agency","Department of Energy","Oak Ridge",TN,true,false,false
SOLARDECATHLON.GOV,"Federal Agency","Department of Energy",Washington,DC,false,true,false
SRS.GOV,"Federal Agency","Department of Energy",Aiken,SC,false,true,true
SWPA.GOV,"Federal Agency","Department of Energy",Tulsa,OK,true,true,false
UNNPP.GOV,"Federal Agency","Department of Energy","West Mifflin",PA,false,true,true
UNRPNET.GOV,"Federal Agency","Department of Energy",Washington,DC,false,true,false
WAPA.GOV,"Federal Agency","Department of Energy",Lakewood,CO,true,true,true
YMP.GOV,"Federal Agency","Department of Energy","Las Vegas",NV,true,true,false
ACF.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
ACL.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
AFTERSCHOOL.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,false,true,true
AGING.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
AGINGSTATS.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
AHCPR.GOV,"Federal Agency","Department of Health And Human Services",Rockville,MD,true,true,true
AHRQ.GOV,"Federal Agency","Department of Health And Human Services",Rockville,MD,true,true,true
AIDS.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
ALZHEIMERS.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
AOA.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
BAM.GOV,"Federal Agency","Department of Health And Human Services",Atlanta,GA,false,true,true
BETOBACCOFREE.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,false,true,true
BIOETHICS.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,false,true,true
BIOSECURITYBOARD.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,false,false,false
BRAINHEALTH.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
CANCER.GOV,"Federal Agency","Department of Health And Human Services",Rockville,MD,true,true,true
CANCERNET.GOV,"Federal Agency","Department of Health And Human Services",Rockville,MD,true,true,true
CDC.GOV,"Federal Agency","Department of Health And Human Services",Atlanta,GA,true,true,true
CDCPARTNERS.GOV,"Federal Agency","Department of Health And Human Services",Atlanta,GA,false,true,true
CEREBROSANO.GOV,"Federal Agency","Department of Health And Human Services",Bethesda,MD,true,true,true
CHILDWELFARE.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
CLINICALTRIAL.GOV,"Federal Agency","Department of Health And Human Services",Bethesda,MD,false,true,true
CLINICALTRIALS.GOV,"Federal Agency","Department of Health And Human Services",Bethesda,MD,true,true,true
CMS.GOV,"Federal Agency","Department of Health And Human Services",Baltimore,MD,true,true,true
COLLEGEDRINKINGPREVENTION.GOV,"Federal Agency","Department of Health And Human Services",Bethesda,MD,true,true,true
CUIDADODESALUD.GOV,"Federal Agency","Department of Health And Human Services",Baltimore,MD,true,false,true
DHHS.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
DIABETESCOMMITTEE.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
DOCLINE.GOV,"Federal Agency","Department of Health And Human Services",Bethesda,MD,true,true,true
DONACIONDEORGANOS.GOV,"Federal Agency","Department of Health And Human Services",Rockville,MD,true,true,true
DRUGABUSE.GOV,"Federal Agency","Department of Health And Human Services",Baltimore,MD,true,true,true
DRUGFREEWORKPLACE.GOV,"Federal Agency","Department of Health And Human Services",Rockville,MD,false,true,true
EDISON.GOV,"Federal Agency","Department of Health And Human Services",Bethesda,MD,true,true,true
ELDERCARE.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
ENDINGTHEDOCUMENTGAME.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
ERRP.GOV,"Federal Agency","Department of Health And Human Services",Baltimore,MD,false,false,false
FATHERHOOD.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
FDA.GOV,"Federal Agency","Department of Health And Human Services",Rockville,MD,false,true,true
FITNESS.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
FLU.GOV,"Federal Agency","Department of Health And Human Services",Atlanta,GA,false,true,true
FOODSAFETY.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
FRESHEMPIRE.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
FRUITSANDVEGGIESMATTER.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
GENBANK.GOV,"Federal Agency","Department of Health And Human Services",Bethesda,MD,false,true,true
GENOME.GOV,"Federal Agency","Department of Health And Human Services",Bethesda,MD,true,true,true
GIRLSHEALTH.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
GLOBALHEALTH.GOV,"Federal Agency","Department of Health And Human Services",Rockville,MD,true,true,true
GRANTS.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
GRANTSOLUTIONS.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
GUIDELINE.GOV,"Federal Agency","Department of Health And Human Services",Rockville,MD,true,true,true
GUIDELINES.GOV,"Federal Agency","Department of Health And Human Services",Rockville,MD,true,true,true
HC.GOV,"Federal Agency","Department of Health And Human Services",Baltimore,MD,true,false,true
HCQUALITYCOMMISSION.GOV,"Federal Agency","Department of Health And Human Services",Rockville,MD,true,true,true
HEALTH.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
HEALTHCARE.GOV,"Federal Agency","Department of Health And Human Services",Baltimore,MD,true,true,true
HEALTHDATA.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
HEALTHFINDER.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
HEALTHINDICATORS.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,false,true,true
HEALTHIT.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
HEALTHREFORM.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
HEALTHYPEOPLE.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
HEARTTRUTH.GOV,"Federal Agency","Department of Health And Human Services",Bethesda,MD,true,true,true
HHS.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
HHSOIG.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
HHSOPS.GOV,"Federal Agency","Department of Health And Human Services",Rockville,MD,false,true,true
HIV.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
HRSA.GOV,"Federal Agency","Department of Health And Human Services",Rockville,MD,true,true,true
IDEALAB.GOV,"Federal Agency","Department of Health And Human Services",Washington,DC,true,true,true
IEDISON.GOV,"Federal Agency","Department of Health And Human Services",Bethesda,MD,true,true,true
IHS.GOV,"Federal Agency","Department of Health And Human Services",Albuquerque,NM,true,true,true
INSUREKIDSNOW.GOV,"Federal Agency","Department of Health And Human Services",Baltimore,MD,true,false,true
LOCATORPLUS.GOV,"Federal Agency","Department of Health And Human Services",Bethesda,MD,true,true,true
