"Domain Name","Domain Type",Agency,City,State,"Is Live",SPF,DKIM
MANTUATOWNSHIPOHIO.GOV,City,"Non-Federal Agency",Mantua,OH,true,false,false
MAPLEGROVEMN.GOV,City,"Non-Federal Agency","Maple Grove",MN,true,true,false
MAPLEVALLEYWA.GOV,City,"Non-Federal Agency","Maple Valley",WA,true,true,false
MAPLEWOODMN.GOV,City,"Non-Federal Agency",Maplewood,MN,true,true,false
MARANAAZ.GOV,City,"Non-Federal Agency",Marana,AZ,true,true,false
MARBLEFALLSTX.GOV,City,"Non-Federal Agency","Marble Falls",TX,true,true,false
MARICOPA-AZ.GOV,City,"Non-Federal Agency",Maricopa,AZ,true,true,false
MARIETTAGA.GOV,City,"Non-Federal Agency",Marietta,GA,true,true,false
MARIETTAGEORGIA.GOV,City,"Non-Federal Agency",Marietta,GA,false,false,false
MARIONKY.GOV,City,"Non-Federal Agency",Marion,KY,true,true,false
MARIONMA.GOV,City,"Non-Federal Agency",Marion,MA,true,false,false
MARIONSC.GOV,City,"Non-Federal Agency",Marion,SC,true,false,false
MARKESANWI.GOV,City,"Non-Federal Agency",Markesan,WI,true,false,false
MARLBORO-NJ.GOV,City,"Non-Federal Agency",Marlboro,NJ,true,true,false
MARLBOROUGH-MA.GOV,City,"Non-Federal Agency",Marlborough,MA,true,false,false
MARLOWNH.GOV,City,"Non-Federal Agency",Marlow,NH,true,false,false
MAROAILLINOIS.GOV,City,"Non-Federal Agency",Maroa,IL,true,false,false
MARQUETTEMI.GOV,City,"Non-Federal Agency",Marquette,MI,true,true,false
MARSHALL-IL.GOV,City,"Non-Federal Agency",Marshall,IL,false,true,false
MARSHALLTOWN-IA.GOV,City,"Non-Federal Agency",Marshalltown,IA,true,true,false
MARSHFIELD-MA.GOV,City,"Non-Federal Agency",Marshfield,MA,true,false,false
MARSHFIELDMO.GOV,City,"Non-Federal Agency",Marshfield,MO,true,false,false
MARTINSVILLE-VA.GOV,City,"Non-Federal Agency",Martinsville,VA,true,true,false
MARYSVILLEWA.GOV,City,"Non-Federal Agency",Marysville,WA,true,false,false
MARYVILLE-TN.GOV,City,"Non-Federal Agency",maryville,TN,false,false,false
MASHPEEMA.GOV,City,"Non-Federal Agency",Mashpee,MA,true,true,false
MASTICBEACHVILLAGENY.GOV,City,"Non-Federal Agency","Mastic Beach",NY,true,false,false
MATTHEWSNC.GOV,City,"Non-Federal Agency",Matthews,NC,true,true,false
MAYAGUEZPR.GOV,City,"Non-Federal Agency",Mayaguez,PR,true,true,false
MAYFIELDKY.GOV,City,"Non-Federal Agency",Mayfield,KY,true,false,false
MCCOMB-MS.GOV,City,"Non-Federal Agency",McComb,MS,true,false,false
MCDONOUGH-GA.GOV,City,"Non-Federal Agency",McDonough,GA,false,false,false
MCKEESPORT-PA.GOV,City,"Non-Federal Agency",McKeesport,PA,true,true,false
MCKENZIETN.GOV,City,"Non-Federal Agency",McKenzie,TN,true,false,false
MCMINNVILLEOREGON.GOV,City,"Non-Federal Agency",McMinnville,OR,true,false,false
MCTX.GOV,City,"Non-Federal Agency","Missouri City",TX,false,false,false
MEADOWSPLACETX.GOV,City,"Non-Federal Agency","Meadows Place",TX,false,false,false
MECHANICVILLENY.GOV,City,"Non-Federal Agency",Mechanicville,NY,false,false,false
MEDFORD-MA.GOV,City,"Non-Federal Agency",Medford,MA,true,true,false
MEDINA-WA.GOV,City,"Non-Federal Agency",Medina,WA,false,true,false
MEDINAMN.GOV,City,"Non-Federal Agency",Medina,MN,true,true,false
MELVILLELA.GOV,City,"Non-Federal Agency",Melville,LA,true,true,false
MEMPHISTN.GOV,City,"Non-Federal Agency",Memphis,TN,true,true,false
MENDONMA.GOV,City,"Non-Federal Agency",Mendon,MA,true,true,false
MENOMONIE-WI.GOV,City,"Non-Federal Agency",Menomonie,WI,true,true,false
MENTONEALABAMA.GOV,City,"Non-Federal Agency",Mentone,AL,true,false,false
MERCERISLANDWA.GOV,City,"Non-Federal Agency","Mercer Island",WA,false,true,false
MERCERSBURGPA.GOV,City,"Non-Federal Agency",Mercersburg,PA,true,true,false
MERCHANTVILLENJ.GOV,City,"Non-Federal Agency",Merchantville,NJ,true,false,false
MERIDENCT.GOV,City,"Non-Federal Agency",Meriden,CT,true,true,false
MERRIMACKNH.GOV,City,"Non-Federal Agency",Merrimack,NH,true,true,false
MESAAZ.GOV,City,"Non-Federal Agency",Mesa,AZ,true,true,false
MESILLANM.GOV,City,"Non-Federal Agency",Mesilla,NM,true,true,false
MESQUITENV.GOV,City,"Non-Federal Agency",Mesquite,NV,true,true,false
MESQUITETX.GOV,City,"Non-Federal Agency",Mesquite,TX,true,false,false
MIAMIAZ.GOV,City,"Non-Federal Agency",Miami,AZ,true,true,false
MIAMIBEACHFL.GOV,City,"Non-Federal Agency","Miami Beach",FL,true,false,false
MIAMIGARDENS-FL.GOV,City,"Non-Federal Agency","Miami Gardens",FL,true,true,true
MIAMILAKES-FL.GOV,City,"Non-Federal Agency","Miami Lakes",FL,true,false,false
MIAMISPRINGS-FL.GOV,City,"Non-Federal Agency","Miami Springs",FL,false,false,false
MIAMITOWNSHIPOH.GOV,City,"Non-Federal Agency",Milford,OH,true,false,false
MIAMITWPOH.GOV,City,"Non-Federal Agency",Milford,OH,true,false,false
MICHIGANCITYIN.GOV,City,"Non-Federal Agency","Michigan City",IN,true,false,false
MIDDLEBURGVA.GOV,City,"Non-Federal Agency",Middleburg,VA,true,true,false
MIDDLESEXBORO-NJ.GOV,City,"Non-Federal Agency",Middlesex,NJ,true,false,false
MIDDLETONMA.GOV,City,"Non-Federal Agency",Middleton,MA,true,true,false
MIDDLETONNH.GOV,City,"Non-Federal Agency",Middleton,NH,true,true,false
MIDDLETOWN-CT.GOV,City,"Non-Federal Agency",Middletown,CT,true,false,false
MIDDLETOWNCT.GOV,City,"Non-Federal Agency",Middletown,CT,true,true,true
MIDDLETOWNVA.GOV,City,"Non-Federal Agency",Middletown,VA,true,true,false
MIDLANDTEXAS.GOV,City,"Non-Federal Agency",Midland,TX,true,true,false
MIDLOTHIANTX.GOV,City,"Non-Federal Agency",Midlothian,TX,true,true,false
MIDWAY-NC.GOV,City,"Non-Federal Agency",Winston-Salem,NC,true,true,false
MIFFLIN-OH.GOV,City,"Non-Federal Agency",Gahanna,OH,true,true,false
MILAN-NY.GOV,City,"Non-Federal Agency",Milan,NY,true,false,false
MILANMO.GOV,City,"Non-Federal Agency",Milan,MO,true,false,false
MILANOHIO.GOV,City,"Non-Federal Agency",Milan,OH,true,false,false
MILFORD-CT.GOV,City,"Non-Federal Agency",Milford,CT,true,false,false
MILFORD-DE.GOV,City,"Non-Federal Agency",Milford,DE,false,false,false
MILFORDMA.GOV,City,"Non-Federal Agency",Milford,MA,false,false,false
MILFORDNE.GOV,City,"Non-Federal Agency",Milford,NE,true,true,false
MILLIKENCO.GOV,City,"Non-Federal Agency",Milliken,CO,true,true,false
MILLIKENCOLORADO.GOV,City,"Non-Federal Agency",Milliken,CO,true,true,false
MILLINGTONTN.GOV,City,"Non-Federal Agency",Millington,TN,false,false,false
MILLSTONENJ.GOV,City,"Non-Federal Agency",Millstone,NJ,true,true,false
MILLSWY.GOV,City,"Non-Federal Agency",Mills,WY,true,true,false
MILLVILLENJ.GOV,City,"Non-Federal Agency",Millville,NJ,true,true,false
MILTON-WI.GOV,City,"Non-Federal Agency",Milton,WI,true,false,false
MILWAUKEE.GOV,City,"Non-Federal Agency",Milwaukee,WI,true,true,false
MILWAUKIEOREGON.GOV,City,"Non-Federal Agency",Milwaukie,OR,true,true,false
MINEOLA-NY.GOV,City,"Non-Federal Agency",Mineola,NY,true,false,false
MINERALWELLSTX.GOV,City,"Non-Federal Agency","Mineral Wells",TX,true,true,false
MINNEAPOLIS-MN.GOV,City,"Non-Federal Agency",Minneapolis,MN,false,false,false
MINNEAPOLISMN.GOV,City,"Non-Federal Agency",Minneapolis,MN,true,true,false
MINNETONKA-MN.GOV,City,"Non-Federal Agency",Minnetonka,MN,true,false,false
MIRAMARFL.GOV,City,"Non-Federal Agency",Miramar,FL,true,true,false
MISSIONHILLSKS.GOV,City,"Non-Federal Agency","Mission Hills",KS,true,true,false
MISSOULA-MT.GOV,City,"Non-Federal Agency",Missoula,MT,false,false,false
MISSOURICITYTEXAS.GOV,City,"Non-Federal Agency","Missouri City",TX,true,false,false
MISSOURICITYTX.GOV,City,"Non-Federal Agency","Missouri City",TX,false,true,false
MITCHELL-IN.GOV,City,"Non-Federal Agency",Mitchell,IN,true,false,false
MLTWA.GOV,City,"Non-Federal Agency","Mountlake Terrace",WA,false,false,false
MOCKSVILLENC.GOV,City,"Non-Federal Agency",Mocksville,NC,false,true,false
MONROEGA.GOV,City,"Non-Federal Agency",Monroe,GA,false,true,false
MONROEMI.GOV,City,"Non-Federal Agency",Monroe,MI,true,false,false
MONROETWP-OH.GOV,City,"Non-Federal Agency",Bethel,OH,true,true,false
MONROEVILLEAL.GOV,City,"Non-Federal Agency",Monroeville,AL,true,false,false
MONROEWA.GOV,City,"Non-Federal Agency",Monroe,WA,true,true,false
MONTAGUE-MA.GOV,City,"Non-Federal Agency","Turners Falls",MA,true,false,false
MONTEREYMA.GOV,City,"Non-Federal Agency",Monterey,MA,true,false,false
MONTGOMERYAL.GOV,City,"Non-Federal Agency",Montgomery,AL,true,true,false
MONTGOMERYMA.GOV,City,"Non-Federal Agency",Montgomery,MA,true,true,false
MONTGOMERYTEXAS.GOV,City,"Non-Federal Agency",Montgomery,TX,true,false,false
MONTICELLOIN.GOV,City,"Non-Federal Agency",Monticello,IN,true,true,false
MOODYALABAMA.GOV,City,"Non-Federal Agency",Moody,AL,true,true,false
MOODYTX.GOV,City,"Non-Federal Agency",Moody,TX,true,false,false
MOORPARKCA.GOV,City,"Non-Federal Agency",Moorpark,CA,true,false,false
MOREHEAD-KY.GOV,City,"Non-Federal Agency",Morehead,KY,true,true,false
MORGANTONNC.GOV,City,"Non-Federal Agency",Morganton,NC,true,true,false
MORGANTOWNWV.GOV,City,"Non-Federal Agency",Morgantown,WV,true,true,false
MORIARTYNM.GOV,City,"Non-Federal Agency",Moriarty,NM,true,true,false
MORNINGSIDEMD.GOV,City,"Non-Federal Agency",Morningside,MD,true,false,false
MORROBAYCA.GOV,City,"Non-Federal Agency","Morro Bay",CA,true,true,false
MORTON-IL.GOV,City,"Non-Federal Agency",Morton,IL,true,true,false
MOULTONBOROUGHNH.GOV,City,"Non-Federal Agency",Moultonborough,NH,false,true,false
MOUNTAINAIRNM.GOV,City,"Non-Federal Agency",Mountainair,NM,true,false,false
MOUNTAINHOUSECA.GOV,City,"Non-Federal Agency","Mountain House",CA,false,false,false
MOUNTAINPARK-GA.GOV,City,"Non-Federal Agency","Mountain Park",GA,true,false,false
MOUNTAINVIEW.GOV,City,"Non-Federal Agency","Mountain View",CA,true,false,false
MOUNTCARMELTN.GOV,City,"Non-Federal Agency","Mount Carmel",TN,true,false,false
MOUNTKISCONY.GOV,City,"Non-Federal Agency","Mount Kisco",NY,true,false,false
MOUNTPOCONO-PA.GOV,City,"Non-Federal Agency","Mount Pocono",PA,false,false,false
MOUNTPROSPECT-IL.GOV,City,"Non-Federal Agency","Mount Prospect",IL,false,false,false
MOUNTPROSPECTIL.GOV,City,"Non-Federal Agency","Mount Prospect",IL,false,false,false
MOUNTVERNONWA.GOV,City,"Non-Federal Agency","Mount Vernon",WA,true,false,false
MSVFL.GOV,City,"Non-Federal Agency","Miami Shores",FL,false,false,false
MTCRESTEDBUTTE-CO.GOV,City,"Non-Federal Agency","Mt. Crested Butte",CO,false,true,false
MTJULIET-TN.GOV,City,"Non-Federal Agency","Mt Juliet",TN,true,true,false
MTPLEASANTWI.GOV,City,"Non-Federal Agency","Mount Pleasant",WI,true,false,false
MTSHASTACA.GOV,City,"Non-Federal Agency","Mt. Shasta",CA,true,true,false
MUKILTEOWA.GOV,City,"Non-Federal Agency",Mukilteo,WA,true,true,false
MUNDELEIN-IL.GOV,City,"Non-Federal Agency",Mundelein,IL,true,true,false
MUNDYTWP-MI.GOV,City,"Non-Federal Agency","Swartz Creek",MI,true,false,false
MURFREESBOROTN.GOV,City,"Non-Federal Agency",Murfreesboro,TN,true,true,false
MURPHYSBORO-IL.GOV,City,"Non-Federal Agency",Murphysboro,IL,true,true,false
MURPHYTX.GOV,City,"Non-Federal Agency",Murphy,TX,true,false,false
MURRAYKY.GOV,City,"Non-Federal Agency",Murray,KY,true,false,false
MURRIETACA.GOV,City,"Non-Federal Agency",Murrieta,CA,true,true,false
MUSCATINEIOWA.GOV,City,"Non-Federal Agency",Muscatine,IA,true,true,false
MUSKEGON-MI.GOV,City,"Non-Federal Agency",Muskegon,MI,true,false,false
MVPD.GOV,City,"Non-Federal Agency","Mountain View",CA,true,false,false
MYARLINGTONTX.GOV,City,"Non-Federal Agency",Arlington,TX,false,false,false
MYCOLUMBUS.GOV,City,"Non-Federal Agency",Columbus,OH,true,false,false
MYDELRAYBEACHFL.GOV,City,"Non-Federal Agency","Delray Beach",FL,true,false,false
NAGSHEADNC.GOV,City,"Non-Federal Agency","Nags Head",NC,true,false,false
NANTUCKET-MA.GOV,City,"Non-Federal Agency",Nantucket,MA,true,true,false
NAPA-CA.GOV,City,"Non-Federal Agency",Napa,CA,true,false,false
NAPLESCITYUT.GOV,City,"Non-Federal Agency",Naples,UT,true,false,false
NARBERTHPA.GOV,City,"Non-Federal Agency",Narberth,PA,true,true,false
NARRAGANSETTRI.GOV,City,"Non-Federal Agency",Narragansett,RI,true,true,false
NASHOTAH-WI.GOV,City,"Non-Federal Agency",Nashotah,WI,true,false,false
NASHUANH.GOV,City,"Non-Federal Agency",Nashua,NH,true,true,false
NASHVILLE.GOV,City,"Non-Federal Agency",Nashville,TN,true,true,false
NASHVILLENC.GOV,City,"Non-Federal Agency",NASHVILLE,NC,true,false,false
NATCHITOCHESLA.GOV,City,"Non-Federal Agency",Natchitoches,LA,false,true,false
NATIONALCITYCA.GOV,City,"Non-Federal Agency","National City",CA,true,true,false
NAUGATUCK-CT.GOV,City,"Non-Federal Agency",Naugatuck,CT,false,true,false
NAVASOTATX.GOV,City,"Non-Federal Agency",Navasota,TX,true,true,false
NAZARETHBOROUGHPA.GOV,City,"Non-Federal Agency",Nazareth,PA,true,true,false
NBCA.GOV,City,"Non-Federal Agency","Newport Beach",CA,true,false,false
NEBRASKACITYNE.GOV,City,"Non-Federal Agency","Nebraska City",NE,true,false,false
NEEDHAMMA.GOV,City,"Non-Federal Agency",NEEDHAM,MA,true,false,false
NEVADACITYCA.GOV,City,"Non-Federal Agency","Nevada City",CA,true,true,false
NEVADAMO.GOV,City,"Non-Federal Agency",Nevada,MO,true,false,false
NEWARKDE.GOV,City,"Non-Federal Agency",Newark,DE,true,false,false
NEWARKNJ.GOV,City,"Non-Federal Agency",newark,NJ,true,false,false
NEWBEDFORD-MA.GOV,City,"Non-Federal Agency","New Bedford",MA,true,false,false
NEWBERGOREGON.GOV,City,"Non-Federal Agency",Newberg,OR,true,false,false
NEWBERRYMI.GOV,City,"Non-Federal Agency","Newberry Village",MI,false,true,false
NEWBOSTONNH.GOV,City,"Non-Federal Agency","New Boston",NH,true,false,false
NEWBRIGHTONMN.GOV,City,"Non-Federal Agency","New Brighton",MN,true,true,false
NEWBRITAINCT.GOV,City,"Non-Federal Agency","New Britain",CT,true,false,false
NEWBURGH-IN.GOV,City,"Non-Federal Agency",Newburgh,IN,true,true,false
NEWBURGH-OH.GOV,City,"Non-Federal Agency","Newburgh Heights",OH,true,false,false
NEWBURGHHTSOH.GOV,City,"Non-Federal Agency","Newburgh Heights",OH,true,false,false
NEWCANAANCT.GOV,City,"Non-Federal Agency","New Canaan",CT,false,false,false
NEWCARROLLTONMD.GOV,City,"Non-Federal Agency","New Carrollton",MD,true,false,false
NEWCASTLEPA.GOV,City,"Non-Federal Agency","New Castle",PA,false,true,false
NEWCASTLEWA.GOV,City,"Non-Federal Agency",Newcastle,WA,true,true,false
NEWCHICAGOIN.GOV,City,"Non-Federal Agency",Hobart,IN,true,false,false
NEWCONCORD-OH.GOV,City,"Non-Federal Agency","New Concord",OH,true,true,false
NEWFIELDSNH.GOV,City,"Non-Federal Agency",Newfields,NH,true,true,false
NEWHARMONY-IN.GOV,City,"Non-Federal Agency","New Harmony",IN,true,true,false
NEWHAVENCT.GOV,City,"Non-Federal Agency","New Haven",CT,true,true,false
NEWHOPEMN.GOV,City,"Non-Federal Agency","New Hope",MN,true,false,false
NEWHOPETX.GOV,City,"Non-Federal Agency","New Hope",TX,true,false,false
NEWINGTONCT.GOV,City,"Non-Federal Agency",Newington,CT,true,true,false
NEWLONDONWI.GOV,City,"Non-Federal Agency","New London",WI,false,true,false
NEWMARKETNH.GOV,City,"Non-Federal Agency",Newmarket,NH,true,true,false
NEWMARLBOROUGHMA.GOV,City,"Non-Federal Agency","Mill River",MA,true,false,false
NEWNANGA.GOV,City,"Non-Federal Agency",Newnan,GA,false,false,false
NEWORLEANSLA.GOV,City,"Non-Federal Agency","New Orleans",LA,false,false,false
NEWPORT-RI.GOV,City,"Non-Federal Agency",Newport,RI,false,false,false
NEWPORTBEACH-CA.GOV,City,"Non-Federal Agency","Newport Beach",CA,true,false,false
NEWPORTBEACHCA.GOV,City,"Non-Federal Agency","Newport Beach",CA,true,true,false
NEWPORTKY.GOV,City,"Non-Federal Agency",Newport,KY,true,false,false
NEWPORTNEWSVA.GOV,City,"Non-Federal Agency","Newport News",VA,true,false,false
NEWPORTNH.GOV,City,"Non-Federal Agency",Newport,NH,true,false,false
NEWPORTOREGON.GOV,City,"Non-Federal Agency",Newport,OR,true,true,false
NEWRICHMONDWI.GOV,City,"Non-Federal Agency","New Richmond ",WI,true,true,false
NEWRUSSIATOWNSHIP-OH.GOV,City,"Non-Federal Agency",Oberlin,OH,true,true,false
NEWTON-NH.GOV,City,"Non-Federal Agency",Newton,NH,true,false,false
NEWTONMA.GOV,City,"Non-Federal Agency",Newton,MA,true,true,false
NEWTONNC.GOV,City,"Non-Federal Agency",Newton,NC,false,true,false
NEWTOWN-CT.GOV,City,"Non-Federal Agency",Newtown,CT,true,true,false
NEWTOWNOHIO.GOV,City,"Non-Federal Agency",Newtown,OH,true,false,false
NEWTOWNPA.GOV,City,"Non-Federal Agency",Newtown,PA,true,true,false
NEWWINDSOR-NY.GOV,City,"Non-Federal Agency","New Windsor",NY,true,false,false
NEWWINDSORMD.GOV,City,"Non-Federal Agency","New Windsor",MD,true,false,false
NIAGARAFALLSNY.GOV,City,"Non-Federal Agency","Niagara Falls",NY,false,false,false
NIAGARAFALLSNYCARTS.GOV,City,"Non-Federal Agency","Niagara Falls",NY,true,false,false
NICHOLSHILLS-OK.GOV,City,"Non-Federal Agency","Nichols Hills",OK,false,false,false
NILES-IL.GOV,City,"Non-Federal Agency",Niles,IL,true,false,false
NILESTWPMI.GOV,City,"Non-Federal Agency",Niles,MI,true,false,false
NINETYSIXSC.GOV,City,"Non-Federal Agency","Ninety SIX",SC,true,true,false
NINNEKAHOK.GOV,City,"Non-Federal Agency",NINNEKAH,OK,true,false,false
NISSEQUOGUENY.GOV,City,"Non-Federal Agency","St. James",NY,true,true,false
NIXAMO.GOV,City,"Non-Federal Agency",Nixa,MO,false,true,false
NNVA.GOV,City,"Non-Federal Agency","Newport News",VA,true,false,false
NOGALESAZ.GOV,City,"Non-Federal Agency",Nogales,AZ,true,false,false
NOLA.GOV,City,"Non-Federal Agency","New Orleans",LA,true,false,false
NOLAERB.GOV,City,"Non-Federal Agency","New Orleans",LA,true,true,false
NOLAIPM.GOV,City,"Non-Federal Agency","New Orleans",LA,true,true,false
NOLAOIG.GOV,City,"Non-Federal Agency","New Orleans",LA,true,true,false
NOLENSVILLETN.GOV,City,"Non-Federal Agency",Nolensville,TN,true,false,false
NORFOLK.GOV,City,"Non-Federal Agency",Norfolk,VA,true,true,false
NORFOLKNE.GOV,City,"Non-Federal Agency",Norfolk,NE,true,false,false
NORFOLKVA.GOV,City,"Non-Federal Agency",Norfolk,VA,true,false,false
NORMANDYPARKWA.GOV,City,"Non-Federal Agency","Normandy Park",WA,true,true,false
NORMANOK.GOV,City,"Non-Federal Agency",Norman,OK,true,false,false
NORMANPARKGA.GOV,City,"Non-Federal Agency","Norman Park",GA,true,true,false
NORRIDGE-IL.GOV,City,"Non-Federal Agency",Norridge,IL,true,true,false
NORTHADAMS-MA.GOV,City,"Non-Federal Agency","North Adams",MA,true,true,false
NORTHAMPTONMA.GOV,City,"Non-Federal Agency",Northampton,MA,true,true,false
NORTHANDOVERMA.GOV,City,"Non-Federal Agency","North Andover",MA,true,false,false
NORTHBENDWA.GOV,City,"Non-Federal Agency","North Bend",WA,true,true,false
NORTHBOROUGH-MA.GOV,City,"Non-Federal Agency",Northborough,MA,false,false,false
NORTHBROOKIL.GOV,City,"Non-Federal Agency",Northbrook,IL,true,false,false
NORTHBRUNSWICKNJ.GOV,City,"Non-Federal Agency","North Brunswick",NJ,true,true,false
NORTHCANTONOHIO.GOV,City,"Non-Federal Agency","North Canton",OH,true,true,false
NORTHFIELD-VT.GOV,City,"Non-Federal Agency",Northfield,VT,true,false,false
NORTHFIELDMA.GOV,City,"Non-Federal Agency",Northfield,MA,true,true,false
NORTHFIELDMI.GOV,City,"Non-Federal Agency","Whitmore Lake",MI,true,true,false
NORTHFIELDVILLAGE-OH.GOV,City,"Non-Federal Agency",NORTHFIELD,OH,true,false,false
NORTHHAMPTON-NH.GOV,City,"Non-Federal Agency","North Hampton",NH,true,true,false
NORTHHAVEN-CT.GOV,City,"Non-Federal Agency","North Haven",CT,true,false,false
NORTHHEMPSTEADNY.GOV,City,"Non-Federal Agency",MANHASSET,NY,true,false,false
NORTHLEBANONTWPPA.GOV,City,"Non-Federal Agency",Lebanon,PA,true,true,false
NORTHMIAMIFL.GOV,City,"Non-Federal Agency","North Miami",FL,true,false,false
NORTHPORTNY.GOV,City,"Non-Federal Agency",Northport,NY,true,true,false
NORTHPROVIDENCERI.GOV,City,"Non-Federal Agency","North Providence",RI,true,false,false
NORTHREADINGMA.GOV,City,"Non-Federal Agency","North Reading",MA,true,true,true
NORTHSIOUXCITY-SD.GOV,City,"Non-Federal Agency","N. Sioux City",SD,true,false,false
NORTHSTONINGTONCT.GOV,City,"Non-Federal Agency","North Stonington",CT,true,true,false
NORTHUNIONTOWNSHIP-PA.GOV,City,"Non-Federal Agency","Lemont Furnace",PA,true,false,false
NORTHVERNON-IN.GOV,City,"Non-Federal Agency","North Vernon",IN,true,false,false
NORTONVA.GOV,City,"Non-Federal Agency",Norton,VA,true,true,false
NORWALKCA.GOV,City,"Non-Federal Agency",Norwalk,CA,true,true,false
NORWAYMI.GOV,City,"Non-Federal Agency",Norway,MI,true,true,false
NORWOOD-MA.GOV,City,"Non-Federal Agency",Norwood,MA,false,true,false
NORWOODMA.GOV,City,"Non-Federal Agency",Norwood,MA,false,true,false
NOTTINGHAM-NH.GOV,City,"Non-Federal Agency",Nottingham,NH,true,false,false
NOWATAOK.GOV,City,"Non-Federal Agency",Nowata,OK,true,false,false
NSIDFL.GOV,City,"Non-Federal Agency","Coral Springs",FL,true,true,false
NYACK-NY.GOV,City,"Non-Federal Agency",Nyack,NY,true,true,false
NYC-NY.GOV,City,"Non-Federal Agency",Brooklyn,NY,false,true,false
NYC.GOV,City,"Non-Federal Agency",Brooklyn,NY,true,true,false
OAK-BROOK-IL.GOV,City,"Non-Federal Agency","OAK BROOK",IL,true,false,false
OAKBLUFFSMA.GOV,City,"Non-Federal Agency","Oak Bluffs",MA,true,true,false
OAKHAM-MA.GOV,City,"Non-Federal Agency",Oakham,MA,true,false,false
OAKLAND-ME.GOV,City,"Non-Federal Agency",Oakland,ME,false,true,false
OAKLANDCA.GOV,City,"Non-Federal Agency",Oakland,CA,false,false,false
OAKLANDFL.GOV,City,"Non-Federal Agency",Oakland,FL,true,true,false
OAKLANDPARKFL.GOV,City,"Non-Federal Agency","Oakland Park",FL,true,true,false
OAKLAWN-IL.GOV,City,"Non-Federal Agency","OAK LAWN",IL,true,false,false
OAKPARKMI.GOV,City,"Non-Federal Agency","Oak Park",MI,true,false,false
OAKRIDGETN.GOV,City,"Non-Federal Agency","Oak Ridge, TN 37830 United States",TN,true,true,false
OAKWOODOHIO.GOV,City,"Non-Federal Agency",Oakwood,OH,true,false,false
OBERLINKANSAS.GOV,City,"Non-Federal Agency",Oberlin,KS,true,false,false
OCCOQUANVA.GOV,City,"Non-Federal Agency",Occoquan,VA,true,false,false
OCEANAWV.GOV,City,"Non-Federal Agency",Oceana,WV,false,false,false
OCEANCITYMD.GOV,City,"Non-Federal Agency","Ocean City ",MD,true,true,false
OCEANSPRINGS-MS.GOV,City,"Non-Federal Agency","Ocean Springs",MS,true,true,false
OCONOMOWOC-WI.GOV,City,"Non-Federal Agency",Oconomowoc,WI,true,true,false
ODESSA-TX.GOV,City,"Non-Federal Agency",Odessa,TX,true,true,false
OGALLALA-NE.GOV,City,"Non-Federal Agency",Ogallala,NE,true,true,false
OGDEN-KS.GOV,City,"Non-Federal Agency","Ogden ",KS,true,true,false
OLATHEKS.GOV,City,"Non-Federal Agency",Olathe,KS,false,false,false
OLDLYME-CT.GOV,City,"Non-Federal Agency","Old Lyme",CT,true,false,false
OLDSAYBROOKCT.GOV,City,"Non-Federal Agency","Old Saybrook",CT,true,false,false
OLIVERSPRINGS-TN.GOV,City,"Non-Federal Agency","Oliver Springs",TN,true,true,false
OLYMPIAWA.GOV,City,"Non-Federal Agency",Olympia,WA,true,true,false
OMAHA-NE.GOV,City,"Non-Federal Agency",Omaha,NE,true,false,false
ONALASKAWI.GOV,City,"Non-Federal Agency",Onalaska,WI,true,true,false
ONTARIOCA.GOV,City,"Non-Federal Agency",Ontario,CA,true,true,false
OPALOCKAFL.GOV,City,"Non-Federal Agency",OPALOCKA,FL,true,false,false
OPELIKA-AL.GOV,City,"Non-Federal Agency",Opelika,AL,true,true,false
ORANGE-CT.GOV,City,"Non-Federal Agency",Orange,CT,true,true,false
ORLANDO.GOV,City,"Non-Federal Agency",Orlando,FL,true,true,false
ORLANDOFL.GOV,City,"Non-Federal Agency",Orlando,FL,true,true,false
ORMONDBEACH-FL.GOV,City,"Non-Federal Agency","Ormond Beach",FL,true,false,false
ORONOCOTOWNSHIP-MN.GOV,City,"Non-Federal Agency",Oronoco,MN,true,false,false
OROVALLEYAZ.GOV,City,"Non-Federal Agency","Oro Valley",AZ,true,true,false
OSAGEBEACH-MO.GOV,City,"Non-Federal Agency","OSAGE BEACH",MO,true,false,false
OSCODATOWNSHIPMI.GOV,City,"Non-Federal Agency",Oscoda,MI,true,true,false
OTAYWATER.GOV,City,"Non-Federal Agency","Spring Valley",CA,true,false,false
OTHELLOWA.GOV,City,"Non-Federal Agency",Othello,WA,true,true,false
OTISFIELDME.GOV,City,"Non-Federal Agency",OTISFIELD,ME,true,false,false
OTTAWAKS.GOV,City,"Non-Federal Agency",Ottawa,KS,true,false,false
OWASCONY.GOV,City,"Non-Federal Agency",Auburn,NY,true,true,false
OXFORD-CT.GOV,City,"Non-Federal Agency",Oxford,CT,true,false,false
OXFORDAL.GOV,City,"Non-Federal Agency",Oxford,AL,true,true,false
OYSTERBAY-NY.GOV,City,"Non-Federal Agency","Oyster Bay",NY,true,false,false
OZARKAL.GOV,City,"Non-Federal Agency",Ozark,AL,true,false,false
PACIFICWA.GOV,City,"Non-Federal Agency",Pacific,WA,true,false,false
PADUCAHKY.GOV,City,"Non-Federal Agency",Paducah,KY,true,false,false
PAGEAZ.GOV,City,"Non-Federal Agency",Page,AZ,true,true,false
PALATKA-FL.GOV,City,"Non-Federal Agency",Palatka,FL,true,false,false
